year,url,text
2023,https://snacknation.com/blog/employee-engagement-software/,og_title: 19 HR-Approved Employee Engagement Tools For 2023
2023,https://snacknation.com/blog/employee-engagement-software/,"og_description: Engaged employees are 21% more profitable for your company than disengaged, dissatisfied employees. "
2020,https://snacknation.com/blog/employee-engagement-software/,og_image: https://snacknation.com/wp-content/uploads/2020/11/16-Best-Employee-Engagement-Software-Platforms-Fo
2021,https://snacknation.com/blog/employee-engagement-software/,og_image: https://snacknation.com/wp-content/uploads/2020/11/16-Best-Employee-Engagement-Software-Platforms-Fo
2023,https://snacknation.com/blog/employee-engagement-software/,twitter_title: 19 HR-Approved Employee Engagement Tools For 2023
2023,https://snacknation.com/blog/employee-engagement-software/,"twitter_description: Engaged employees are 21% more profitable for your company than disengaged, dissatisfied employees. "
2019,https://snacknation.com/blog/employee-engagement-software/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2023,https://snacknation.com/blog/team-building-activities-for-work/,og_title: 81 Insanely Fun Team Building Activities For Work In 2023
2019,https://snacknation.com/blog/team-building-activities-for-work/,og_image: https://snacknation.com/wp-content/uploads/2019/07/tiedye.jpg
2023,https://snacknation.com/blog/team-building-activities-for-work/,twitter_title: 81 Insanely Fun Team Building Activities For Work In 2023
2019,https://snacknation.com/blog/team-building-activities-for-work/,twitter_image: https://snacknation.com/wp-content/uploads/2019/07/tiedye.jpg
2019,https://snacknation.com/blog/team-building-activities-for-work/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2023,https://snacknation.com/blog/virtual-team-building/,og_title: 57 Virtual Team Building Activities For Your Remote Team In 2023
2020,https://snacknation.com/blog/virtual-team-building/,og_image: https://snacknation.com/wp-content/uploads/2020/04/Virtual-Team-Building-Activities-e1699468636254.p
2023,https://snacknation.com/blog/virtual-team-building/,twitter_title: 57 Virtual Team Building Activities For Your Remote Team In 2023
2020,https://snacknation.com/blog/virtual-team-building/,twitter_image: https://snacknation.com/wp-content/uploads/2020/04/Virtual-Team-Building-Activities-e1699468636254.p
2019,https://snacknation.com/blog/virtual-team-building/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2020,https://snacknation.com/blog/gifts-for-coworkers/,og_image: https://snacknation.com/wp-content/uploads/2020/08/gifts_for_coworkers-e1615914418681.png
2019,https://snacknation.com/blog/gifts-for-coworkers/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2023,https://snacknation.com/blog/company-swag/,og_title: 21 Best Company Swag Ideas For Employees For 2023
2023,https://snacknation.com/blog/company-swag/,twitter_title: 21 Best Company Swag Ideas For Employees For 2023
2019,https://snacknation.com/blog/company-swag/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2023,https://snacknation.com/blog/gifts-for-employees/,og_title: 136 Affordable Employee Gifts To Boost Morale (2023)
2020,https://snacknation.com/blog/gifts-for-employees/,og_image: https://snacknation.com/wp-content/uploads/2020/05/Gifts-for-Employees.png
2023,https://snacknation.com/blog/gifts-for-employees/,twitter_title: 136 Affordable Employee Gifts To Boost Morale (2023)
2019,https://snacknation.com/blog/gifts-for-employees/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2019,https://snacknation.com/blog/corporate-gifting-ideas/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2023,https://snacknation.com/blog/gifts-for-remote-employees/,og_title: 15 Best Gifts For Remote Employees Working Outside The Office In 2023
2022,https://snacknation.com/blog/gifts-for-remote-employees/,og_image: https://snacknation.com/wp-content/uploads/2022/08/Best-Gifts-For-Remote-Employees-e1661286057835.pn
2023,https://snacknation.com/blog/gifts-for-remote-employees/,twitter_title: 15 Best Gifts For Remote Employees Working Outside The Office In 2023
2019,https://snacknation.com/blog/gifts-for-remote-employees/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2021,https://snacknation.com/blog/gifts-for-remote-employees/,"main_text:  only 46% responding yes to that same question in 2021.  Aside from  , a fantastic method of boosting en"
2023,https://snacknation.com/blog/corporate-swag-vendors/,og_title: Top 4 Corporate Swag Vendors In 2023 (Compare Options)
2022,https://snacknation.com/blog/corporate-swag-vendors/,og_image: https://snacknation.com/wp-content/uploads/2022/06/Best-Corporate-Swag-Vendors-For-Businesses-e16546
2023,https://snacknation.com/blog/corporate-swag-vendors/,twitter_title: Top 4 Corporate Swag Vendors In 2023 (Compare Options)
2019,https://snacknation.com/blog/corporate-swag-vendors/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2019,https://snacknation.com/blog/corporate-swag-vendors/,main_text:  that. “The Advertising Specialty Institute (ASI) 2019 Global Ad Impressions Study found that promotiona
2019,https://snacknation.com/blog/hr-tools/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2023,https://snacknation.com/blog/ways-to-reward-employees/,og_title: 121 Creative Ways to Reward Employees Who Kick Ass in 2023
2023,https://snacknation.com/blog/ways-to-reward-employees/,twitter_title: 121 Creative Ways to Reward Employees Who Kick Ass in 2023
2019,https://snacknation.com/blog/ways-to-reward-employees/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2020,https://snacknation.com/blog/ways-to-reward-employees/,"main_text: w of our favorites: As we enter a new decade, the 2020s are marked by a more prominent focus on living a"
2019,https://snacknation.com/blog/category/healthy-snack-delivery-for-offices/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2019,https://snacknation.com/blog/author/ashleybell-lynngmail-com/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2023,https://snacknation.com/blog/company-culture/,og_title: What Is Company Culture? Hint: Your Secret Weapon In 2023
2020,https://snacknation.com/blog/company-culture/,og_image: https://snacknation.com/wp-content/uploads/2020/10/company_culture-1.png
2023,https://snacknation.com/blog/company-culture/,twitter_title: What Is Company Culture? Hint: Your Secret Weapon In 2023
2019,https://snacknation.com/blog/company-culture/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2022,https://snacknation.com/blog/employee-retention/,"og_title: 26 Effective Employee Retention Strategies, Ideas & Software For 2022"
2022,https://snacknation.com/blog/employee-retention/,og_description: Happy employees aren't made overnight. Check out our curated list of strategies for the best employe
2021,https://snacknation.com/blog/employee-retention/,og_image: https://snacknation.com/wp-content/uploads/2021/02/employee-retention.png
2022,https://snacknation.com/blog/employee-retention/,"twitter_title: 26 Effective Employee Retention Strategies, Ideas & Software For 2022"
2022,https://snacknation.com/blog/employee-retention/,twitter_description: Happy employees aren't made overnight. Check out our curated list of strategies for the best employe
2019,https://snacknation.com/blog/employee-retention/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2023,https://snacknation.com/blog/employee-rewards-and-recognition/,meta_description: Explore our guide to employee rewards and recognition for companies of all shapes and sizes. You'll 
2023,https://snacknation.com/blog/employee-rewards-and-recognition/,og_description: Explore our guide to employee rewards and recognition for companies of all shapes and sizes. You'll 
2022,https://snacknation.com/blog/employee-rewards-and-recognition/,og_image: https://snacknation.com/wp-content/uploads/2022/04/Employee-Rewards-and-Recognition.png
2019,https://snacknation.com/blog/employee-rewards-and-recognition/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2021,https://snacknation.com/blog/employee-rewards-and-recognition/,"main_text: fy scored the top spot in Newsweek’s list of   in 2021, so they’re definitely doing something right!   D"
2021,https://snacknation.com/blog/employee-rewards-and-recognition/,main_text:  list for 11 consecutive years – third overall in 2021 – so they’ve clearly established and maintained t
2021,https://snacknation.com/blog/employee-rewards-and-recognition/,"main_text: fy scored the top spot in Newsweek’s list of   in 2021, so they’re definitely doing something right!   D"
2021,https://snacknation.com/blog/employee-rewards-and-recognition/,main_text:  list for 11 consecutive years – third overall in 2021 – so they’ve clearly established and maintained t
2022,https://snacknation.com/blog/employee-points-program/,og_image: https://snacknation.com/wp-content/uploads/2022/05/How-To-Set-Up-An-Employee-Points-Program.png
2019,https://snacknation.com/blog/employee-points-program/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2023,https://snacknation.com/blog/years-of-service-awards/,og_title: Years Of Service Award Ideas For Celebrating In 2023 🎖
2021,https://snacknation.com/blog/years-of-service-awards/,og_image: https://snacknation.com/wp-content/uploads/2021/11/Years-Of-Service-Awards-e1636578847913.png
2023,https://snacknation.com/blog/years-of-service-awards/,twitter_title: Years Of Service Award Ideas For Celebrating In 2023 🎖
2019,https://snacknation.com/blog/years-of-service-awards/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2023,https://snacknation.com/blog/employee-benefits-software/,og_image: https://snacknation.com/wp-content/uploads/2023/01/Employee-Benefits-Software-Platforms-e16733916097
2019,https://snacknation.com/blog/employee-benefits-software/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2022,https://snacknation.com/blog/best-hr-software/,og_image: https://snacknation.com/wp-content/uploads/2022/01/best-hr-software.png
2019,https://snacknation.com/blog/best-hr-software/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2022,https://snacknation.com/blog/best-hr-software/,main_text: will use AI-based solutions in human resources by 2022.” — Netsuite Narrowing down the best HR software 
2020,https://snacknation.com/blog/company-culture-software/,og_image: https://snacknation.com/wp-content/uploads/2020/10/15-Company-Culture-Software-Platforms-For-A-Bette
2020,https://snacknation.com/blog/company-culture-software/,og_image: https://snacknation.com/wp-content/uploads/2020/10/15-Company-Culture-Software-Platforms-For-A-Bette
2019,https://snacknation.com/blog/company-culture-software/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2023,https://snacknation.com/blog/employee-recognition-apps/,og_image: https://snacknation.com/wp-content/uploads/2023/01/Best-Slack-Employee-Recognition-Apps-1.png
2019,https://snacknation.com/blog/employee-recognition-apps/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2020,https://snacknation.com/blog/employee-recognition-apps/,main_text: ity has increased roughly 62 percent from 1979 to 2020. A survey of employees by Gallup found that emplo
2020,https://snacknation.com/blog/remote-work-software/,og_image: https://snacknation.com/wp-content/uploads/2020/04/Remote-Work-Software.png
2019,https://snacknation.com/blog/remote-work-software/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2020,https://snacknation.com/blog/remote-work-software/,main_text: e an important part of any company culture in the 2020s as more and more companies focus on ways to prom
2023,https://snacknation.com/blog/best-slack-apps/,og_title: 27 Best Slack Apps For Absurdly Productive Teams In 2023
2023,https://snacknation.com/blog/best-slack-apps/,og_description: Spending all day in Slack? We've scoured the Slack directory to find the best Slack apps for remote 
2020,https://snacknation.com/blog/best-slack-apps/,og_image: https://snacknation.com/wp-content/uploads/2020/07/21-Best-Slack-Apps-For-Absurdly-Productive-Remote
2020,https://snacknation.com/blog/best-slack-apps/,og_image: https://snacknation.com/wp-content/uploads/2020/07/21-Best-Slack-Apps-For-Absurdly-Productive-Remote
2023,https://snacknation.com/blog/best-slack-apps/,twitter_title: 27 Best Slack Apps For Absurdly Productive Teams In 2023
2023,https://snacknation.com/blog/best-slack-apps/,twitter_description: Spending all day in Slack? We've scoured the Slack directory to find the best Slack apps for remote 
2020,https://snacknation.com/blog/best-slack-apps/,twitter_image: https://snacknation.com/wp-content/uploads/2020/07/21-Best-Slack-Apps-For-Absurdly-Productive-Remote
2020,https://snacknation.com/blog/best-slack-apps/,twitter_image: https://snacknation.com/wp-content/uploads/2020/07/21-Best-Slack-Apps-For-Absurdly-Productive-Remote
2019,https://snacknation.com/blog/best-slack-apps/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2022,https://snacknation.com/blog/employee-recognition-examples/,og_image: https://snacknation.com/wp-content/uploads/2022/11/employee-recognition-program-e1669404218742.png
2019,https://snacknation.com/blog/employee-recognition-examples/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2021,https://snacknation.com/blog/employee-reward-systems/,og_image: https://snacknation.com/wp-content/uploads/2021/09/Employee-Reward-Systems-Guide-to-Recognizing-Succ
2019,https://snacknation.com/blog/employee-reward-systems/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2021,https://snacknation.com/blog/oc-tanner-alternatives/,og_image: https://snacknation.com/wp-content/uploads/2021/06/O.C.-Tanner-Alternatives-and-Competitors-1-e16231
2019,https://snacknation.com/blog/oc-tanner-alternatives/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2023,https://snacknation.com/blog/gifts-for-managers/,og_title: 68 Creative & Thoughtful Gifts For Managers In 2023
2020,https://snacknation.com/blog/gifts-for-managers/,og_image: https://snacknation.com/wp-content/uploads/2020/08/Gifts-For-Managers-2.png
2023,https://snacknation.com/blog/gifts-for-managers/,twitter_title: 68 Creative & Thoughtful Gifts For Managers In 2023
2019,https://snacknation.com/blog/gifts-for-managers/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2021,https://snacknation.com/blog/corporate-wellness-software/,og_image: https://snacknation.com/wp-content/uploads/2021/10/corporate-wellness-software.png
2019,https://snacknation.com/blog/corporate-wellness-software/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2022,https://snacknation.com/blog/peer-to-peer-recognition/,og_title: Peer-to-Peer Recognition: The Secret Weapon Of 2022
2021,https://snacknation.com/blog/peer-to-peer-recognition/,og_image: https://snacknation.com/wp-content/uploads/2021/02/Peer-To-Peer-Recognition-Ideas-Solutions-Programs
2022,https://snacknation.com/blog/peer-to-peer-recognition/,twitter_title: Peer-to-Peer Recognition: The Secret Weapon Of 2022
2019,https://snacknation.com/blog/peer-to-peer-recognition/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2019,https://snacknation.com/blog/how-to-measure-employee-recognition/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2020,https://snacknation.com/blog/caroo-press-release/,og_image: https://snacknation.com/wp-content/uploads/2020/09/caroo-packaging-feature-2.jpg
2019,https://snacknation.com/blog/caroo-press-release/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2019,https://snacknation.com/blog/category/press/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2019,https://snacknation.com/blog/author/jeff-murphy3gmail-com/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2020,https://snacknation.com/blog/amplify-september-latinx-heritage/,og_image: https://snacknation.com/wp-content/uploads/2020/08/SN-AmplifyBox-Latinx-Illustration-featured.png
2019,https://snacknation.com/blog/amplify-september-latinx-heritage/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2020,https://snacknation.com/blog/snacknation-inspire-collection/,og_image: https://snacknation.com/wp-content/uploads/2020/08/happy-hour-box-featured-image-copy-e1612796489346
2019,https://snacknation.com/blog/snacknation-inspire-collection/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2020,https://snacknation.com/blog/snacknation-diversifies-product-line/,og_image: https://snacknation.com/wp-content/uploads/2020/06/essentials-box.jpg
2019,https://snacknation.com/blog/snacknation-diversifies-product-line/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2020,https://snacknation.com/blog/snacknation-diversifies-product-line/,"main_text:   LOS ANGELES, CA — June 3, 2020 —  
					 
				"
2020,https://snacknation.com/blog/work-from-home-wellness-box-release/,og_image: https://snacknation.com/wp-content/uploads/2020/03/IMG_7567.jpg
2019,https://snacknation.com/blog/work-from-home-wellness-box-release/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2020,https://snacknation.com/blog/work-from-home-wellness-box-release/,"main_text: LOS ANGELES, CA — March 17, 2020 —  
					 
				"
2022,https://snacknation.com/blog/celebrate-remote-employee-birthday/,og_image: https://snacknation.com/wp-content/uploads/2022/07/Remote-Birthday-Employee.png
2019,https://snacknation.com/blog/celebrate-remote-employee-birthday/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2019,https://snacknation.com/blog/author/connor-garrett/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2023,https://snacknation.com/blog/employee-gifting-platforms/,og_title: 🎁 Top 8 Employee Gifting Platforms for Happier Teams (2023)
2023,https://snacknation.com/blog/employee-gifting-platforms/,og_image: https://snacknation.com/wp-content/uploads/2023/10/Employee-Gifting-Platforms.png
2023,https://snacknation.com/blog/employee-gifting-platforms/,twitter_title: 🎁 Top 8 Employee Gifting Platforms for Happier Teams (2023)
2019,https://snacknation.com/blog/employee-gifting-platforms/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2019,https://snacknation.com/blog/author/kristel/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2021,https://snacknation.com/blog/healthy-food-gift-boxes/,og_image: https://snacknation.com/wp-content/uploads/2021/02/Healthy-Food-Gift-Boxes.png
2019,https://snacknation.com/blog/healthy-food-gift-boxes/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2020,https://snacknation.com/blog/swag-bag-ideas/,og_image: https://snacknation.com/wp-content/uploads/2020/10/Untitled-design-9-1-e1603837836320.png
2019,https://snacknation.com/blog/swag-bag-ideas/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2021,https://snacknation.com/blog/company-swag-store/,og_image: https://snacknation.com/wp-content/uploads/2021/05/shutterstock_285390023-1-scaled-e1622237672386.jp
2019,https://snacknation.com/blog/company-swag-store/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2019,https://snacknation.com/blog/mind-map-templates/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2019,https://snacknation.com/blog/organizational-templates/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2019,https://snacknation.com/blog/flowchart-templates/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2019,https://snacknation.com/blog/virtual-coworker-feud/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2019,https://snacknation.com/blog/author/elsy/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2019,https://snacknation.com/blog/employee-service-recognition/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2019,https://snacknation.com/blog/employee-milestone-template/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2019,https://snacknation.com/blog/author/carri-helman/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2019,https://snacknation.com/blog/ceo-newsletters/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2019,https://snacknation.com/blog/how-to-improve-founder-skills/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2019,https://snacknation.com/blog/author/paul-foley06gmail-com/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2020,https://snacknation.com/blog/page/2/,og_image: https://snacknation.com/wp-content/uploads/2020/01/sn-plus-hero-1-1.jpg
2019,https://snacknation.com/blog/page/2/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2020,https://snacknation.com/blog/page/3/,og_image: https://snacknation.com/wp-content/uploads/2020/01/sn-plus-hero-1-1.jpg
2019,https://snacknation.com/blog/page/3/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2020,https://snacknation.com/blog/page/54/,og_image: https://snacknation.com/wp-content/uploads/2020/01/sn-plus-hero-1-1.jpg
2019,https://snacknation.com/blog/page/54/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2021,https://snacknation.com/blog/cloud-water-marc-siden/,og_image: https://snacknation.com/wp-content/uploads/2021/01/2021-Cloud-Water-FeaturedImage-BrandBuilder.png
2021,https://snacknation.com/blog/cloud-water-marc-siden/,og_image: https://snacknation.com/wp-content/uploads/2021/01/2021-Cloud-Water-FeaturedImage-BrandBuilder.png
2019,https://snacknation.com/blog/cloud-water-marc-siden/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2020,https://snacknation.com/blog/unite-food-clara-paye/,og_image: https://snacknation.com/wp-content/uploads/2020/11/2020-UNiTE-FeaturedImage-BrandBuilder.png
2020,https://snacknation.com/blog/unite-food-clara-paye/,og_image: https://snacknation.com/wp-content/uploads/2020/11/2020-UNiTE-FeaturedImage-BrandBuilder.png
2019,https://snacknation.com/blog/unite-food-clara-paye/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2020,https://snacknation.com/blog/janabanana-janaina-lopes/,og_image: https://snacknation.com/wp-content/uploads/2020/10/2020-JanaBanana-FeaturedImage-BrandBuilder.png
2020,https://snacknation.com/blog/janabanana-janaina-lopes/,og_image: https://snacknation.com/wp-content/uploads/2020/10/2020-JanaBanana-FeaturedImage-BrandBuilder.png
2019,https://snacknation.com/blog/janabanana-janaina-lopes/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2020,https://snacknation.com/blog/partake-denise-woodard/,og_image: https://snacknation.com/wp-content/uploads/2020/08/2020-Partake-FeaturedImage-BrandBuilder.png
2020,https://snacknation.com/blog/partake-denise-woodard/,og_image: https://snacknation.com/wp-content/uploads/2020/08/2020-Partake-FeaturedImage-BrandBuilder.png
2019,https://snacknation.com/blog/partake-denise-woodard/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2022,https://snacknation.com/blog/171-how-this-founders-fertility-struggles-inspired-her-to-create-a-bold-inclusive-wine-brand-with-bev-founder-alix-peabody/,og_image: https://snacknation.com/wp-content/uploads/2022/02/Brand-Builder-Title-Card-700x700px-19.jpg
2019,https://snacknation.com/blog/171-how-this-founders-fertility-struggles-inspired-her-to-create-a-bold-inclusive-wine-brand-with-bev-founder-alix-peabody/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2019,https://snacknation.com/blog/category/brand-builder/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2019,https://snacknation.com/blog/author/monica/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2022,https://snacknation.com/blog/170-how-this-lone-wolf-entrepreneur-launched-ocean-sprays-first-cbd-incubator-with-carryon-managing-director-chris-petersen/,og_image: https://snacknation.com/wp-content/uploads/2022/02/Brand-Builder-Title-Card-700x700px-16.jpg
2019,https://snacknation.com/blog/170-how-this-lone-wolf-entrepreneur-launched-ocean-sprays-first-cbd-incubator-with-carryon-managing-director-chris-petersen/,image_src: https://snacknation.com/wp-content/uploads/2019/10/Logo-2.png
2020,https://snacknation.com/blog/170-how-this-lone-wolf-entrepreneur-launched-ocean-sprays-first-cbd-incubator-with-carryon-managing-director-chris-petersen/,"main_text:  juice, but the 92-year-old company made waves in 2020 with their arrival of CarryOn, a refreshing CBD b"
